return_id,order_id,return_date,return_reason,return_quantity,refund_amount
RET-001883,ORD-0026531,2024-07-27,Other,1,70.0
RET-001884,ORD-0026534,2024-12-24,Quality Issue,1,519.0
RET-001885,ORD-0026535,2023-10-25,Wrong Product,2,2824.2
RET-001886,ORD-0026555,2022-01-10,Changed Mind,4,58716.0
RET-001887,ORD-0026579,2023-06-17,Quality Issue,1,409.0
RET-001888,ORD-0026589,2023-06-26,Changed Mind,1,649.0
RET-001889,ORD-0026601,2023-11-30,Damaged Product,1,2649.0
RET-001890,ORD-0026603,2022-04-13,Quality Issue,1,2940.15
RET-001891,ORD-0026616,2022-10-08,Changed Mind,1,422.1
RET-001892,ORD-0026620,2023-12-14,Wrong Product,2,1438.0
RET-001893,ORD-0026632,2023-09-30,Damaged Product,1,649.0
RET-001894,ORD-0026639,2024-09-22,Damaged Product,2,60038.1
RET-001895,ORD-0026647,2024-12-16,Damaged Product,1,7299.0
RET-001896,ORD-0026656,2024-09-16,Damaged Product,1,1619.0
RET-001897,ORD-0026670,2024-10-24,Quality Issue,1,1349.1
RET-001898,ORD-0026688,2024-02-22,Size Issue,1,919.0
RET-001899,ORD-0026698,2024-11-08,Size Issue,1,439.2
RET-001900,ORD-0026730,2023-05-21,Wrong Product,1,2879.1
RET-001901,ORD-0026737,2022-12-26,Damaged Product,1,3129.0
RET-001902,ORD-0026739,2022-12-25,Wrong Product,2,1658.0
RET-001903,ORD-0026747,2023-02-18,Damaged Product,1,349.0
RET-001904,ORD-0026770,2024-08-08,Changed Mind,1,3485.55
RET-001905,ORD-0026781,2024-11-14,Size Issue,1,738.65
RET-001906,ORD-0026787,2023-12-08,Damaged Product,1,1529.1
RET-001907,ORD-0026807,2023-12-27,Damaged Product,1,620.1
RET-001908,ORD-0026809,2023-12-31,Damaged Product,1,711.55
RET-001909,ORD-0026822,2024-05-23,Damaged Product,1,426.55
RET-001910,ORD-0026828,2023-04-20,Changed Mind,1,949.0
RET-001911,ORD-0026842,2023-03-15,Size Issue,1,649.0
RET-001912,ORD-0026877,2024-06-12,Changed Mind,1,2459.55
RET-001913,ORD-0026897,2022-12-14,Quality Issue,2,2718.3
RET-001914,ORD-0026900,2023-04-27,Changed Mind,1,889.0
RET-001915,ORD-0026908,2023-09-17,Quality Issue,1,540.55
RET-001916,ORD-0026918,2022-01-22,Quality Issue,1,332.1
RET-001917,ORD-0026928,2022-04-02,Other,1,649.0
RET-001918,ORD-0026964,2024-10-02,Other,1,9099.0
RET-001919,ORD-0026968,2024-02-27,Changed Mind,2,1062.1
RET-001920,ORD-0027010,2024-09-08,Quality Issue,1,5989.0
RET-001921,ORD-0027033,2022-08-16,Wrong Product,3,766.65
RET-001922,ORD-0027069,2023-01-09,Late Delivery,1,1766.05
RET-001923,ORD-0027070,2023-07-18,Quality Issue,1,369.55
RET-001924,ORD-0027103,2023-12-01,Changed Mind,1,559.0
RET-001925,ORD-0027106,2024-02-13,Damaged Product,1,881.1
RET-001926,ORD-0027122,2024-05-02,Size Issue,2,7598.0
RET-001927,ORD-0027128,2023-03-01,Wrong Product,1,259.0
RET-001928,ORD-0027137,2023-03-07,Changed Mind,1,489.0
RET-001929,ORD-0027147,2024-04-07,Changed Mind,1,636.65
RET-001930,ORD-0027157,2023-05-29,Wrong Product,1,3019.0
RET-001931,ORD-0027163,2024-12-27,Damaged Product,1,873.05
RET-001932,ORD-0027165,2023-09-22,Damaged Product,1,7334.65
RET-001933,ORD-0027170,2023-05-07,Late Delivery,1,2510.1
RET-001934,ORD-0027180,2023-10-24,Quality Issue,1,2303.1
RET-001935,ORD-0027185,2024-04-11,Quality Issue,2,898.0
RET-001936,ORD-0027192,2022-12-02,Quality Issue,1,539.1
RET-001937,ORD-0027248,2024-01-23,Size Issue,3,1563.3
RET-001938,ORD-0027251,2022-11-09,Quality Issue,1,29559.0
RET-001939,ORD-0027256,2024-05-28,Changed Mind,1,369.0
RET-001940,ORD-0027260,2024-03-12,Changed Mind,1,4597.65
RET-001941,ORD-0027296,2024-04-23,Damaged Product,1,4058.1
RET-001942,ORD-0027301,2024-04-24,Size Issue,1,540.55
RET-001943,ORD-0027302,2024-11-05,Size Issue,1,569.0
RET-001944,ORD-0027329,2024-08-20,Damaged Product,3,9057.0
RET-001945,ORD-0027333,2023-07-06,Changed Mind,1,3519.0
RET-001946,ORD-0027338,2023-07-27,Quality Issue,1,539.0
RET-001947,ORD-0027346,2024-09-29,Size Issue,1,1809.65
RET-001948,ORD-0027371,2023-05-17,Wrong Product,1,1279.0
RET-001949,ORD-0027388,2022-11-24,Wrong Product,1,295.2
RET-001950,ORD-0027400,2023-11-10,Late Delivery,1,98.1
RET-001951,ORD-0027407,2022-10-01,Changed Mind,1,699.0
RET-001952,ORD-0027415,2023-11-11,Damaged Product,1,2727.65
RET-001953,ORD-0027419,2024-06-08,Size Issue,1,1259.0
RET-001954,ORD-0027428,2024-01-09,Other,2,144.0
RET-001955,ORD-0027483,2024-11-30,Size Issue,1,521.1
RET-001956,ORD-0027488,2023-01-24,Late Delivery,2,754.2
RET-001957,ORD-0027557,2023-05-28,Wrong Product,1,829.0
RET-001958,ORD-0027558,2023-11-03,Size Issue,1,1163.65
RET-001959,ORD-0027573,2022-10-18,Damaged Product,1,2234.25
RET-001960,ORD-0027599,2023-09-30,Changed Mind,1,259.0
RET-001961,ORD-0027621,2023-04-28,Size Issue,1,1559.0
RET-001962,ORD-0027632,2024-01-18,Size Issue,2,2176.2
RET-001963,ORD-0027644,2024-07-13,Changed Mind,1,579.0
RET-001964,ORD-0027646,2023-02-05,Other,1,1169.0
RET-001965,ORD-0027683,2024-04-17,Wrong Product,1,3969.0
RET-001966,ORD-0027688,2023-11-20,Changed Mind,1,6227.1
RET-001967,ORD-0027713,2024-03-26,Damaged Product,1,1199.0
RET-001968,ORD-0027748,2023-07-09,Damaged Product,1,2906.1
RET-001969,ORD-0027772,2024-10-16,Quality Issue,1,471.75
RET-001970,ORD-0027824,2024-07-12,Damaged Product,2,1290.3
RET-001971,ORD-0027832,2024-03-06,Quality Issue,1,429.0
RET-001972,ORD-0027847,2024-02-25,Size Issue,1,649.0
RET-001973,ORD-0027854,2022-06-14,Wrong Product,4,636.0
RET-001974,ORD-0027864,2023-07-17,Quality Issue,1,2939.0
RET-001975,ORD-0027871,2024-10-22,Wrong Product,1,1279.2
RET-001976,ORD-0027872,2023-01-26,Damaged Product,1,469.0
RET-001977,ORD-0027891,2024-06-28,Wrong Product,1,312.55
RET-001978,ORD-0027903,2022-09-22,Damaged Product,1,464.55
RET-001979,ORD-0027905,2023-10-16,Damaged Product,2,5502.4
RET-001980,ORD-0027919,2023-11-29,Damaged Product,3,10120.95
RET-001981,ORD-0027926,2023-06-20,Wrong Product,1,459.0
RET-001982,ORD-0027957,2023-04-05,Changed Mind,1,635.55
RET-001983,ORD-0027958,2023-12-16,Quality Issue,1,436.05
RET-001984,ORD-0028040,2024-11-14,Late Delivery,1,186.75
RET-001985,ORD-0028063,2024-05-25,Changed Mind,1,1457.1
RET-001986,ORD-0028143,2024-02-06,Size Issue,1,1349.1
RET-001987,ORD-0028205,2024-05-30,Wrong Product,1,2060.1
RET-001988,ORD-0028224,2024-02-28,Size Issue,1,499.0
RET-001989,ORD-0028235,2023-10-22,Changed Mind,1,356.15
RET-001990,ORD-0028254,2024-05-23,Damaged Product,1,1299.0
RET-001991,ORD-0028256,2024-05-06,Quality Issue,1,1110.55
RET-001992,ORD-0028258,2022-06-23,Wrong Product,1,584.1
RET-001993,ORD-0028260,2023-10-28,Wrong Product,2,119.0
RET-001994,ORD-0028264,2024-08-13,Quality Issue,1,160.55
RET-001995,ORD-0028274,2024-06-08,Late Delivery,4,600.0
RET-001996,ORD-0028289,2024-01-17,Late Delivery,1,969.0
RET-001997,ORD-0028300,2024-07-29,Wrong Product,2,1498.0
RET-001998,ORD-0028304,2024-03-02,Wrong Product,1,6479.0
RET-001999,ORD-0028310,2024-12-20,Changed Mind,1,4002.65
RET-002000,ORD-0028318,2024-10-20,Damaged Product,2,35664.3
RET-002001,ORD-0028328,2024-05-14,Damaged Product,1,142.5
RET-002002,ORD-0028340,2023-01-25,Wrong Product,1,911.05
RET-002003,ORD-0028343,2023-10-18,Quality Issue,1,519.2
RET-002004,ORD-0028344,2023-08-30,Damaged Product,1,645.05
RET-002005,ORD-0028358,2023-01-25,Changed Mind,1,331.55
RET-002006,ORD-0028374,2024-03-29,Wrong Product,1,399.0
RET-002007,ORD-0028407,2024-03-08,Size Issue,1,3659.0
RET-002008,ORD-0028420,2022-06-11,Changed Mind,2,2536.2
RET-002009,ORD-0028421,2023-04-14,Quality Issue,1,1785.05
RET-002010,ORD-0028444,2024-05-06,Size Issue,1,3079.0
RET-002011,ORD-0028458,2022-11-05,Damaged Product,1,847.2
RET-002012,ORD-0028466,2022-01-26,Wrong Product,1,709.0
RET-002013,ORD-0028479,2022-07-17,Damaged Product,1,4175.1
RET-002014,ORD-0028489,2024-06-26,Damaged Product,1,2829.0
RET-002015,ORD-0028521,2023-11-30,Damaged Product,1,87.2
RET-002016,ORD-0028536,2024-04-26,Size Issue,1,1671.05
RET-002017,ORD-0028556,2022-07-24,Changed Mind,1,543.2
RET-002018,ORD-0028565,2023-12-01,Damaged Product,1,441.15
RET-002019,ORD-0028569,2024-04-10,Late Delivery,1,2276.1
RET-002020,ORD-0028723,2024-04-17,Quality Issue,1,1499.0
RET-002021,ORD-0028727,2022-04-24,Wrong Product,1,534.65
RET-002022,ORD-0028744,2024-01-15,Quality Issue,1,4009.0
RET-002023,ORD-0028768,2023-05-08,Size Issue,1,509.0
RET-002024,ORD-0028773,2023-05-08,Damaged Product,1,829.0
RET-002025,ORD-0028782,2022-11-19,Wrong Product,2,1205.3
RET-002026,ORD-0028796,2024-11-19,Quality Issue,1,839.0
RET-002027,ORD-0028810,2024-11-17,Quality Issue,3,2630.25
RET-002028,ORD-0028832,2023-10-15,Size Issue,1,959.0
RET-002029,ORD-0028845,2023-01-26,Quality Issue,1,575.1
RET-002030,ORD-0028854,2023-07-26,Damaged Product,1,3339.0
RET-002031,ORD-0028893,2024-05-29,Size Issue,1,616.55
RET-002032,ORD-0028894,2023-07-04,Size Issue,1,219.0
RET-002033,ORD-0028911,2024-06-30,Size Issue,1,854.1
RET-002034,ORD-0028915,2024-08-13,Damaged Product,2,1114.2
RET-002035,ORD-0028919,2024-10-22,Changed Mind,1,1259.1
RET-002036,ORD-0028927,2024-04-04,Wrong Product,1,483.55
RET-002037,ORD-0028947,2023-12-23,Damaged Product,1,711.55
RET-002038,ORD-0028959,2022-11-05,Late Delivery,2,5092.2
RET-002039,ORD-0028960,2024-05-18,Quality Issue,2,492.1
RET-002040,ORD-0028963,2024-10-18,Wrong Product,1,359.1
RET-002041,ORD-0028976,2024-10-01,Wrong Product,2,3398.0
RET-002042,ORD-0028987,2024-02-23,Damaged Product,1,150.0
RET-002043,ORD-0029018,2024-04-04,Damaged Product,1,3424.65
RET-002044,ORD-0029039,2024-11-11,Size Issue,2,1052.3
RET-002045,ORD-0029059,2023-07-28,Damaged Product,1,94.05
RET-002046,ORD-0029060,2024-03-06,Changed Mind,1,559.0
RET-002047,ORD-0029085,2024-06-09,Changed Mind,2,8301.1
RET-002048,ORD-0029095,2022-04-20,Wrong Product,2,5047.3
RET-002049,ORD-0029105,2023-03-04,Quality Issue,1,1580.15
RET-002050,ORD-0029116,2024-08-19,Damaged Product,1,390.15
RET-002051,ORD-0029117,2024-05-06,Quality Issue,1,399.0
RET-002052,ORD-0029118,2023-10-12,Changed Mind,2,3634.2
RET-002053,ORD-0029143,2023-07-13,Quality Issue,1,879.0
RET-002054,ORD-0029152,2023-02-24,Damaged Product,1,1419.0
RET-002055,ORD-0029185,2023-08-20,Damaged Product,1,3599.1
RET-002056,ORD-0029219,2024-02-24,Wrong Product,1,3359.0
RET-002057,ORD-0029235,2022-06-03,Changed Mind,2,6604.2
RET-002058,ORD-0029248,2022-06-15,Size Issue,1,1481.05
RET-002059,ORD-0029249,2024-04-16,Other,1,509.0
RET-002060,ORD-0029254,2023-03-15,Size Issue,1,540.55
RET-002061,ORD-0029258,2023-10-17,Wrong Product,1,263.2
RET-002062,ORD-0029288,2023-10-31,Damaged Product,1,645.15
RET-002063,ORD-0029292,2024-02-15,Damaged Product,1,2089.0
RET-002064,ORD-0029296,2024-04-07,Changed Mind,4,5962.2
RET-002065,ORD-0029301,2024-06-10,Wrong Product,1,17779.0
RET-002066,ORD-0029325,2023-03-14,Wrong Product,1,919.0
RET-002067,ORD-0029345,2024-10-05,Size Issue,1,674.1
RET-002068,ORD-0029354,2023-04-17,Quality Issue,1,160.55
RET-002069,ORD-0029386,2023-03-17,Quality Issue,1,1079.0
RET-002070,ORD-0029388,2024-12-02,Quality Issue,2,4552.2
RET-002071,ORD-0029424,2024-10-31,Size Issue,1,1610.1
RET-002072,ORD-0029452,2023-06-11,Late Delivery,1,540.55
RET-002073,ORD-0029455,2023-11-29,Damaged Product,1,2309.25
RET-002074,ORD-0029470,2024-11-05,Wrong Product,1,8189.1
RET-002075,ORD-0029490,2023-10-05,Other,1,3572.1
RET-002076,ORD-0029511,2023-10-14,Late Delivery,1,377.1
RET-002077,ORD-0029513,2022-10-21,Other,1,17933.3
RET-002078,ORD-0029550,2024-11-15,Changed Mind,1,390.15
RET-002079,ORD-0029569,2023-06-12,Other,1,436.05
RET-002080,ORD-0029582,2023-08-05,Wrong Product,3,1080.15
RET-002081,ORD-0029593,2022-06-16,Wrong Product,2,9098.0
RET-002082,ORD-0029613,2023-10-12,Damaged Product,1,889.0
RET-002083,ORD-0029615,2024-09-16,Wrong Product,1,4509.0
RET-002084,ORD-0029632,2022-11-02,Late Delivery,2,238.0
RET-002085,ORD-0029636,2023-08-13,Changed Mind,1,6429.0
RET-002086,ORD-0029646,2024-05-19,Quality Issue,1,2059.0
RET-002087,ORD-0029656,2024-09-21,Other,1,519.0
RET-002088,ORD-0029660,2024-12-09,Size Issue,1,1842.05
RET-002089,ORD-0029681,2022-11-02,Damaged Product,2,1470.4
RET-002090,ORD-0029688,2022-06-19,Damaged Product,1,279.0
RET-002091,ORD-0029710,2024-04-17,Damaged Product,1,4469.0
RET-002092,ORD-0029742,2023-06-23,Wrong Product,2,4672.1
RET-002093,ORD-0029752,2023-03-09,Size Issue,2,3818.0
RET-002094,ORD-0029765,2024-12-26,Damaged Product,1,3095.1
RET-002095,ORD-0029772,2024-04-19,Wrong Product,1,829.0
RET-002096,ORD-0029816,2024-03-02,Quality Issue,1,789.0
RET-002097,ORD-0029818,2024-11-13,Changed Mind,1,191.2
RET-002098,ORD-0029838,2023-10-10,Quality Issue,1,1439.0
RET-002099,ORD-0029839,2024-02-26,Quality Issue,1,309.0
RET-002100,ORD-0029858,2024-07-13,Size Issue,4,4316.4
RET-002101,ORD-0029877,2024-06-08,Size Issue,1,3519.0
RET-002102,ORD-0029887,2022-07-07,Size Issue,1,499.0
RET-002103,ORD-0029922,2022-10-18,Size Issue,2,4282.2
RET-002104,ORD-0029947,2022-06-04,Size Issue,2,2038.0
RET-002105,ORD-0029949,2023-02-23,Wrong Product,1,3286.05
RET-002106,ORD-0029957,2024-12-05,Size Issue,1,458.15
RET-002107,ORD-0029964,2024-05-24,Quality Issue,1,869.0
RET-002108,ORD-0029968,2023-07-20,Wrong Product,1,1519.0
RET-002109,ORD-0029976,2023-07-04,Wrong Product,1,649.0
RET-002110,ORD-0029994,2023-01-20,Wrong Product,4,6436.0
RET-002111,ORD-0029996,2024-11-15,Changed Mind,1,254.15
RET-002112,ORD-0029998,2023-10-13,Size Issue,1,458.15
RET-002113,ORD-0030029,2024-02-16,Quality Issue,1,3533.05
RET-002114,ORD-0030032,2023-04-23,Wrong Product,1,424.15
RET-002115,ORD-0030033,2022-02-19,Quality Issue,5,312450.25
RET-002116,ORD-0030056,2024-05-21,Late Delivery,1,2099.0
RET-002117,ORD-0030057,2022-01-09,Late Delivery,1,467.1
RET-002118,ORD-0030068,2023-05-20,Wrong Product,2,2753.1
RET-002119,ORD-0030070,2024-03-25,Damaged Product,1,228.65
RET-002120,ORD-0030094,2024-04-26,Size Issue,1,1279.0
RET-002121,ORD-0030124,2024-02-03,Quality Issue,1,1946.55
RET-002122,ORD-0030138,2023-01-30,Size Issue,1,3589.0
RET-002123,ORD-0030163,2024-02-09,Quality Issue,1,1110.55
RET-002124,ORD-0030167,2023-09-23,Changed Mind,1,169.0
RET-002125,ORD-0030174,2024-03-10,Damaged Product,1,1949.0
RET-002126,ORD-0030205,2022-08-22,Wrong Product,1,769.0
RET-002127,ORD-0030224,2024-09-20,Late Delivery,1,679.0
RET-002128,ORD-0030225,2023-05-31,Wrong Product,1,399.0
RET-002129,ORD-0030238,2024-09-22,Damaged Product,1,4036.55
RET-002130,ORD-0030243,2024-08-07,Damaged Product,1,3608.1
RET-002131,ORD-0030252,2023-05-30,Damaged Product,2,492.1
RET-002132,ORD-0030273,2024-02-07,Size Issue,2,1276.2
RET-002133,ORD-0030283,2024-05-11,Late Delivery,2,8498.0
RET-002134,ORD-0030290,2023-11-13,Other,1,1656.75
RET-002135,ORD-0030301,2022-11-15,Quality Issue,1,483.65
RET-002136,ORD-0030302,2024-12-22,Size Issue,1,3079.0
RET-002137,ORD-0030310,2023-12-02,Damaged Product,2,3372.6
RET-002138,ORD-0030314,2024-11-28,Quality Issue,1,314.3
RET-002139,ORD-0030320,2023-10-29,Quality Issue,1,669.0
RET-002140,ORD-0030338,2023-12-12,Size Issue,3,8376.15
RET-002141,ORD-0030377,2022-01-26,Damaged Product,1,332.1
RET-002142,ORD-0030381,2023-01-31,Size Issue,1,649.0
RET-002143,ORD-0030382,2024-03-31,Late Delivery,1,1215.05
RET-002144,ORD-0030392,2023-04-07,Wrong Product,2,780.3
RET-002145,ORD-0030455,2024-06-05,Damaged Product,1,429.0
RET-002146,ORD-0030476,2024-04-23,Changed Mind,1,1249.0
RET-002147,ORD-0030477,2022-12-02,Changed Mind,1,926.1
RET-002148,ORD-0030488,2024-04-03,Damaged Product,1,849.0
RET-002149,ORD-0030505,2024-06-25,Size Issue,1,749.0
RET-002150,ORD-0030527,2022-08-01,Changed Mind,2,1636.2
RET-002151,ORD-0030560,2023-10-25,Quality Issue,1,228.65
RET-002152,ORD-0030564,2023-08-16,Damaged Product,1,284.05
RET-002153,ORD-0030584,2023-10-18,Size Issue,1,3699.0
RET-002154,ORD-0030586,2024-07-15,Size Issue,1,569.0
RET-002155,ORD-0030597,2024-03-31,Size Issue,1,863.2
RET-002156,ORD-0030602,2023-03-24,Damaged Product,1,3969.0
RET-002157,ORD-0030605,2022-09-28,Late Delivery,1,1349.0
RET-002158,ORD-0030614,2024-06-05,Quality Issue,1,509.0
RET-002159,ORD-0030621,2023-11-23,Wrong Product,2,830.4
RET-002160,ORD-0030651,2023-09-19,Size Issue,1,239.0
RET-002161,ORD-0030664,2023-05-28,Other,1,312.55
RET-002162,ORD-0030689,2024-11-30,Damaged Product,1,203.15
RET-002163,ORD-0030697,2024-06-18,Changed Mind,1,1869.0
RET-002164,ORD-0030707,2022-09-10,Size Issue,2,1477.3
RET-002165,ORD-0030725,2024-12-10,Size Issue,1,539.0
RET-002166,ORD-0030738,2024-06-01,Wrong Product,1,359.0
RET-002167,ORD-0030748,2024-05-23,Wrong Product,1,3302.1
RET-002168,ORD-0030749,2023-07-23,Size Issue,1,616.55
RET-002169,ORD-0030750,2024-06-10,Size Issue,1,569.0
RET-002170,ORD-0030781,2023-09-10,Wrong Product,2,7180.1
RET-002171,ORD-0030806,2024-12-03,Late Delivery,1,1539.0
RET-002172,ORD-0030816,2024-07-30,Damaged Product,1,142.5
RET-002173,ORD-0030820,2023-10-08,Quality Issue,1,458.15
RET-002174,ORD-0030840,2023-05-05,Size Issue,1,5855.65
RET-002175,ORD-0030842,2024-01-22,Size Issue,1,3428.1
RET-002176,ORD-0030847,2023-12-22,Damaged Product,1,649.0
RET-002177,ORD-0030854,2023-10-04,Quality Issue,1,2055.2
RET-002178,ORD-0030863,2023-11-02,Wrong Product,1,390.15
RET-002179,ORD-0030901,2023-08-21,Damaged Product,1,1039.0
RET-002180,ORD-0030923,2023-04-26,Size Issue,1,2529.0
RET-002181,ORD-0030929,2024-12-12,Damaged Product,1,998.1
RET-002182,ORD-0030936,2023-03-24,Quality Issue,1,179.0
RET-002183,ORD-0030950,2024-09-25,Wrong Product,1,639.0
RET-002184,ORD-0030975,2023-09-08,Other,1,142.5
RET-002185,ORD-0030976,2024-10-10,Damaged Product,1,917.15
RET-002186,ORD-0030987,2023-12-30,Wrong Product,1,2645.1
RET-002187,ORD-0031000,2024-08-09,Size Issue,1,2129.0
RET-002188,ORD-0031001,2024-03-22,Damaged Product,1,4008.05
RET-002189,ORD-0031013,2023-01-15,Quality Issue,1,1949.0
RET-002190,ORD-0031030,2023-01-06,Quality Issue,1,467.1
RET-002191,ORD-0031048,2023-08-19,Quality Issue,1,1133.1
RET-002192,ORD-0031058,2024-07-15,Damaged Product,1,350.55
RET-002193,ORD-0031063,2024-01-18,Damaged Product,1,459.0
RET-002194,ORD-0031082,2024-10-17,Wrong Product,1,2999.25
RET-002195,ORD-0031097,2024-01-07,Quality Issue,1,1009.0
RET-002196,ORD-0031106,2024-05-05,Other,2,984.3
RET-002197,ORD-0031124,2024-11-26,Size Issue,1,611.1
RET-002198,ORD-0031131,2022-03-10,Quality Issue,1,2459.0
RET-002199,ORD-0031133,2023-01-06,Other,1,1299.0
RET-002200,ORD-0031165,2023-10-03,Size Issue,1,1849.0
RET-002201,ORD-0031180,2022-05-12,Changed Mind,1,309.0
RET-002202,ORD-0031210,2023-11-09,Quality Issue,1,407.2
RET-002203,ORD-0031233,2024-11-10,Wrong Product,1,431.2
RET-002204,ORD-0031243,2024-04-02,Late Delivery,1,540.55
RET-002205,ORD-0031291,2024-09-28,Late Delivery,2,558.0
RET-002206,ORD-0031294,2024-04-10,Damaged Product,1,521.55
RET-002207,ORD-0031297,2024-05-13,Late Delivery,1,849.0
RET-002208,ORD-0031303,2023-03-16,Other,1,1736.1
RET-002209,ORD-0031318,2022-03-01,Size Issue,1,2129.0
RET-002210,ORD-0031328,2024-03-19,Damaged Product,1,782.1
RET-002211,ORD-0031330,2024-01-29,Changed Mind,1,2019.0
RET-002212,ORD-0031341,2023-08-30,Damaged Product,1,459.0
RET-002213,ORD-0031358,2024-07-27,Size Issue,1,493.05
RET-002214,ORD-0031367,2023-12-23,Damaged Product,1,2939.0
RET-002215,ORD-0031373,2023-07-31,Quality Issue,1,2789.1
RET-002216,ORD-0031377,2024-04-16,Wrong Product,3,1347.0
RET-002217,ORD-0031391,2024-10-18,Damaged Product,1,6919.0
RET-002218,ORD-0031417,2023-08-29,Size Issue,1,369.0
RET-002219,ORD-0031437,2023-04-24,Wrong Product,1,512.1
RET-002220,ORD-0031459,2022-12-05,Size Issue,1,1756.55
RET-002221,ORD-0031468,2024-07-14,Damaged Product,1,5919.0
RET-002222,ORD-0031470,2023-01-23,Changed Mind,1,160.55
RET-002223,ORD-0031479,2022-06-05,Wrong Product,1,1079.0
RET-002224,ORD-0031533,2023-08-24,Wrong Product,2,198.0
RET-002225,ORD-0031544,2024-06-27,Wrong Product,1,203.15
RET-002226,ORD-0031566,2023-10-05,Changed Mind,1,738.65
RET-002227,ORD-0031635,2024-07-28,Quality Issue,2,1138.0
RET-002228,ORD-0031644,2024-07-30,Changed Mind,3,11907.0
RET-002229,ORD-0031687,2024-08-21,Damaged Product,1,559.0
RET-002230,ORD-0031692,2023-11-11,Quality Issue,1,3923.1
RET-002231,ORD-0031711,2023-12-05,Wrong Product,2,10638.0
RET-002232,ORD-0031733,2024-02-03,Changed Mind,1,1599.0
RET-002233,ORD-0031754,2024-08-05,Quality Issue,2,1103.3
RET-002234,ORD-0031768,2024-06-25,Quality Issue,1,550.05
RET-002235,ORD-0031785,2023-08-13,Damaged Product,1,4349.0
RET-002236,ORD-0031807,2023-12-24,Changed Mind,1,3167.1
RET-002237,ORD-0031813,2024-02-19,Late Delivery,1,602.65
RET-002238,ORD-0031830,2024-06-30,Changed Mind,1,350.55
RET-002239,ORD-0031834,2024-11-01,Wrong Product,1,3439.0
RET-002240,ORD-0031850,2023-12-07,Size Issue,1,1859.0
RET-002241,ORD-0031851,2024-03-06,Wrong Product,1,599.0
RET-002242,ORD-0031872,2023-04-12,Wrong Product,1,1519.05
RET-002243,ORD-0031904,2024-11-21,Other,1,239.2
RET-002244,ORD-0031962,2025-01-02,Changed Mind,1,1249.0
RET-002245,ORD-0031968,2023-11-19,Size Issue,1,818.1
RET-002246,ORD-0031978,2023-12-20,Changed Mind,1,415.65
RET-002247,ORD-0031979,2024-01-31,Size Issue,1,4659.0
RET-002248,ORD-0032003,2023-11-02,Damaged Product,1,398.3
RET-002249,ORD-0032030,2024-11-08,Wrong Product,1,4895.2
RET-002250,ORD-0032046,2024-02-19,Quality Issue,1,1139.0
RET-002251,ORD-0032089,2023-10-12,Quality Issue,1,7487.65
RET-002252,ORD-0032105,2023-12-08,Quality Issue,4,24476.0
RET-002253,ORD-0032110,2024-01-25,Wrong Product,1,692.1
RET-002254,ORD-0032120,2024-10-28,Damaged Product,1,829.0
RET-002255,ORD-0032140,2023-01-24,Changed Mind,2,2038.0
RET-002256,ORD-0032178,2024-08-03,Damaged Product,1,2744.1
RET-002257,ORD-0032203,2024-12-31,Wrong Product,1,709.0
RET-002258,ORD-0032214,2023-08-12,Other,1,602.1
RET-002259,ORD-0032226,2024-02-15,Quality Issue,1,2569.0
RET-002260,ORD-0032228,2024-02-02,Quality Issue,1,1148.55
RET-002261,ORD-0032231,2022-12-04,Quality Issue,1,1889.0
RET-002262,ORD-0032247,2024-02-04,Quality Issue,1,360.05
RET-002263,ORD-0032261,2024-12-27,Changed Mind,2,2558.0
RET-002264,ORD-0032303,2024-11-09,Wrong Product,1,974.25
RET-002265,ORD-0032312,2024-02-18,Size Issue,1,1909.0
RET-002266,ORD-0032316,2024-03-18,Wrong Product,4,2596.0
RET-002267,ORD-0032325,2023-05-20,Size Issue,1,1599.0
RET-002268,ORD-0032362,2024-04-16,Quality Issue,1,1466.1
RET-002269,ORD-0032363,2024-06-06,Size Issue,1,1232.1
RET-002270,ORD-0032379,2024-01-18,Quality Issue,1,5859.0
RET-002271,ORD-0032387,2023-11-19,Wrong Product,1,359.25
RET-002272,ORD-0032388,2023-06-22,Damaged Product,1,629.0
RET-002273,ORD-0032404,2024-11-13,Size Issue,1,1019.0
RET-002274,ORD-0032407,2023-10-15,Size Issue,1,1240.15
RET-002275,ORD-0032419,2024-04-18,Late Delivery,1,449.1
RET-002276,ORD-0032436,2022-11-21,Quality Issue,1,1610.1
RET-002277,ORD-0032443,2024-06-11,Quality Issue,1,1325.15
RET-002278,ORD-0032458,2023-08-07,Size Issue,1,711.55
RET-002279,ORD-0032476,2022-08-15,Size Issue,1,1124.1
RET-002280,ORD-0032499,2024-04-05,Changed Mind,1,1349.1
RET-002281,ORD-0032504,2022-10-10,Damaged Product,1,1439.0
RET-002282,ORD-0032553,2023-02-27,Changed Mind,1,559.0
RET-002283,ORD-0032596,2022-08-06,Size Issue,1,1019.0
RET-002284,ORD-0032609,2023-10-05,Late Delivery,1,550.05
RET-002285,ORD-0032643,2024-06-20,Size Issue,1,1409.0
RET-002286,ORD-0032645,2024-10-08,Quality Issue,1,203.15
RET-002287,ORD-0032652,2023-04-23,Damaged Product,1,2744.1
RET-002288,ORD-0032658,2024-08-27,Late Delivery,1,4094.1
RET-002289,ORD-0032676,2024-04-10,Changed Mind,1,80.0
RET-002290,ORD-0032682,2024-06-18,Damaged Product,1,28290.05
RET-002291,ORD-0032686,2022-09-05,Size Issue,1,1300.55
