product_id,Total_Orders,Total_Quantity,Total_Revenue,Total_Cost,Total_Profit,Returned_Orders,Cancelled_Orders,Profit_Margin_%,Return_Rate_%,Cancellation_Rate_%,product_name,category,subcategory,brand,cost_price,selling_price,supplier,stock_quantity,profit_margin_percentage,Cum_Revenue,Cum_Revenue_Pct,Product_Rank,Cum_Product_Pct,Portfolio_Segment
PROD-0131,67,95,236423.25,214415.0,22008.25,6,7,9.31,8.96,10.45,Sony Smartphones Classic,Electronics,Smartphones,Sony,2257.0,2649.0,Apex Electronics Ltd,173,14.8,89010592.84999995,66.05,199,36.18,"Volume Driver (High Rev, Low Margin)"
PROD-0379,111,158,232974.3,117714.73999999999,115259.56,14,9,49.47,12.61,8.11,Allen Solly Men'S Wear Series 5,Fashion,Men'S Wear,Allen Solly,745.03,1599.0,Vibrant Textiles Corp,410,53.41,89243567.14999995,66.22,200,36.36,"Star (High Rev, High Margin)"
PROD-0073,67,90,232815.0,93049.20000000001,139765.8,2,1,60.03,2.99,1.49,The Derma Co Makeup Essentials,Beauty,Makeup,The Derma Co,1033.88,2739.0,Pureglow Cosmetics,546,62.25,89476382.14999995,66.39,201,36.55,"Star (High Rev, High Margin)"
PROD-0529,87,113,231954.55,200971.63,30982.920000000002,5,5,13.36,5.75,5.75,Oneplus Accessories Series 5,Electronics,Accessories,Oneplus,1778.51,2179.0,Zenith Tech Distribution,544,18.38,89708336.69999994,66.56,202,36.73,"Volume Driver (High Rev, Low Margin)"
PROD-0466,38,53,231022.2,139278.7,91743.5,4,1,39.71,10.53,2.63,Hawkins Small Appliances Max,Home & Kitchen,Small Appliances,Hawkins,2627.9,4639.0,Homecraft Distributors,488,43.35,89939358.89999995,66.74,203,36.91,"Star (High Rev, High Margin)"
PROD-0097,54,72,229850.55,176036.4,53814.15,3,7,23.41,5.56,12.96,Cosco Racket Sports Ultra,Sports,Racket Sports,Cosco,2444.95,3459.0,Olympus Gear,569,29.32,90169209.44999994,66.91,204,37.09,"Volume Driver (High Rev, Low Margin)"
PROD-0059,100,134,229645.8,149687.38,79958.42,12,8,34.82,12.0,8.0,Peter England Winter Wear Pro,Fashion,Winter Wear,Peter England,1117.07,1849.0,Heritage Weaves,46,39.59,90398855.24999994,67.08,205,37.27,"Star (High Rev, High Margin)"
PROD-0152,65,101,229059.6,97411.47,131648.13,5,3,57.47,7.69,4.62,Lenskart Travel Gear Essentials,Accessories,Travel Gear,Lenskart,964.47,2479.0,Vanguard Leather Works,372,61.09,90627914.84999993,67.25,206,37.45,"Star (High Rev, High Margin)"
PROD-0137,131,184,228455.1,140465.6,87989.5,16,12,38.52,12.21,9.16,Nike Women'S Wear Ultra,Fashion,Women'S Wear,Nike,763.4,1329.0,Heritage Weaves,288,42.56,90856369.94999993,67.42,207,37.64,"Star (High Rev, High Margin)"
PROD-0006,40,55,228302.75,155888.15,72414.6,1,2,31.72,2.5,5.0,Yonex Fitness Equipment Plus,Sports,Fitness Equipment,Yonex,2834.33,4589.0,Action Sports Distribution,183,38.24,91084672.69999993,67.59,208,37.82,"Volume Driver (High Rev, Low Margin)"
PROD-0290,76,108,228159.0,150474.24,77684.76,13,4,34.05,17.11,5.26,Biba Kids Wear Ultra,Fashion,Kids Wear,Biba,1393.28,2259.0,Heritage Weaves,566,38.32,91312831.69999993,67.75,209,38.0,"Star (High Rev, High Margin)"
PROD-0448,52,65,227230.9,136134.05,91096.85,6,0,40.09,11.54,0.0,Skybags Watches Max,Accessories,Watches,Skybags,2094.37,3719.0,Vanguard Leather Works,51,43.68,91540062.59999993,67.92,210,38.18,"Star (High Rev, High Margin)"
PROD-0072,90,124,226668.7,115716.8,110951.9,14,10,48.95,15.56,11.11,W Women'S Wear Series 5,Fashion,Women'S Wear,W,933.2,1949.0,Vibrant Textiles Corp,415,52.12,91766731.29999994,68.09,211,38.36,"Star (High Rev, High Margin)"
PROD-0298,42,57,226406.7,142362.63,84044.07,2,2,37.12,4.76,4.76,Milton Bedding & Linen Prime,Home & Kitchen,Bedding & Linen,Milton,2497.59,4329.0,Urban Living Goods,595,42.31,91993137.99999994,68.26,212,38.55,"Star (High Rev, High Margin)"
PROD-0058,84,125,226368.15,138786.25,87581.9,5,4,38.69,5.95,4.76,Nike Winter Wear Prime,Fashion,Winter Wear,Nike,1110.29,1929.0,Royal Garments Supply,354,42.44,92219506.14999995,68.43,213,38.73,"Star (High Rev, High Margin)"
PROD-0138,48,66,223974.45,116617.38,107357.06999999999,4,4,47.93,8.33,8.33,Fabindia Ethnic Wear Essentials,Fashion,Ethnic Wear,Fabindia,1766.93,3699.0,Royal Garments Supply,519,52.23,92443480.59999995,68.59,214,38.91,"Star (High Rev, High Margin)"
PROD-0305,96,123,223355.4,94813.32,128542.08,11,4,57.55,11.46,4.17,W Kids Wear Prime,Fashion,Kids Wear,W,770.84,1949.0,Heritage Weaves,227,60.45,92666835.99999996,68.76,215,39.09,"Star (High Rev, High Margin)"
PROD-0191,77,108,223308.45,133821.72,89486.73,3,5,40.07,3.9,6.49,Domyos Cycling Pro,Sports,Cycling,Domyos,1239.09,2199.0,Olympus Gear,437,43.65,92890144.44999996,68.92,216,39.27,"Star (High Rev, High Margin)"
PROD-0031,110,154,222761.35,173847.52000000002,48913.83,7,9,21.96,6.36,8.18,Oneplus Laptops Classic,Electronics,Laptops,Oneplus,1128.88,1519.0,Metro Gadget Hub,199,25.68,93112905.79999995,69.09,217,39.45,"Volume Driver (High Rev, Low Margin)"
PROD-0462,87,129,222708.2,116248.34999999999,106459.85,4,11,47.8,4.6,12.64,Nykaa Fragrances Premium,Beauty,Fragrances,Nykaa,901.15,1859.0,Pureglow Cosmetics,202,51.53,93335613.99999996,69.26,218,39.64,"Star (High Rev, High Margin)"
PROD-0351,39,56,222526.95,149292.64,73234.31,2,1,32.91,5.13,2.56,Kiprun Fitness Equipment Pro,Sports,Fitness Equipment,Kiprun,2665.94,4359.0,Olympus Gear,83,38.84,93558140.94999996,69.42,219,39.82,"Volume Driver (High Rev, Low Margin)"
PROD-0025,38,53,222205.5,164854.91,57350.59,0,2,25.81,0.0,5.26,Yonex Outdoor Gear Elite,Sports,Outdoor Gear,Yonex,3110.47,4489.0,Action Sports Distribution,249,30.71,93780346.44999996,69.59,220,40.0,"Volume Driver (High Rev, Low Margin)"
PROD-0011,40,51,222028.95,149969.07,72059.88,1,0,32.46,2.5,0.0,Peter England Women'S Wear Series 5,Fashion,Women'S Wear,Peter England,2940.57,4719.0,Vibrant Textiles Corp,318,37.69,94002375.39999996,69.75,221,40.18,"Volume Driver (High Rev, Low Margin)"
PROD-0404,46,70,221073.65,171187.1,49886.55,1,0,22.57,2.17,0.0,Hawkins Storage & Org Series 5,Home & Kitchen,Storage & Org,Hawkins,2445.53,3409.0,Sterling Kitchenware,511,28.26,94223449.04999997,69.91,222,40.36,"Volume Driver (High Rev, Low Margin)"
PROD-0458,62,96,219700.8,128380.8,91320.0,2,6,41.57,3.23,9.68,Fastrack Jewelry & Belts Pro,Accessories,Jewelry & Belts,Fastrack,1337.3,2409.0,Vanguard Leather Works,353,44.49,94443149.84999996,70.08,223,40.55,"Star (High Rev, High Margin)"
PROD-0068,130,185,219191.9,142131.8,77060.1,16,9,35.16,12.31,6.92,Nike Kids Wear Essentials,Fashion,Kids Wear,Nike,768.28,1259.0,Heritage Weaves,197,38.98,94662341.74999997,70.24,224,40.73,"Star (High Rev, High Margin)"
PROD-0124,91,126,218527.7,148753.08,69774.62,4,6,31.93,4.4,6.59,Yonex Outdoor Gear Prime,Sports,Outdoor Gear,Yonex,1180.58,1879.0,Action Sports Distribution,173,37.17,94880869.44999997,70.4,225,40.91,"Volume Driver (High Rev, Low Margin)"
PROD-0148,40,56,218348.0,158244.80000000002,60103.2,3,2,27.53,7.5,5.0,Prestige Small Appliances Max,Home & Kitchen,Small Appliances,Prestige,2825.8,4199.0,Urban Living Goods,152,32.7,95099217.44999997,70.56,226,41.09,"Volume Driver (High Rev, Low Margin)"
PROD-0490,34,55,217184.4,79941.4,137243.0,0,3,63.19,0.0,8.82,Titan Jewelry & Belts Pro,Accessories,Jewelry & Belts,Titan,1453.48,4209.0,Optima Accessories,432,65.47,95316401.84999998,70.73,227,41.27,"Star (High Rev, High Margin)"
PROD-0254,60,86,217171.0,140822.42,76348.58,2,5,35.16,3.33,8.33,Voylla Jewelry & Belts Classic,Accessories,Jewelry & Belts,Voylla,1637.47,2749.0,Optima Accessories,208,40.43,95533572.84999998,70.89,228,41.45,"Star (High Rev, High Margin)"
PROD-0452,45,74,215588.1,164974.86,50613.24,4,3,23.48,8.89,6.67,Puma Sports Outdoor Gear Elite,Sports,Outdoor Gear,Puma Sports,2229.39,3129.0,Action Sports Distribution,170,28.75,95749160.94999997,71.05,229,41.64,"Volume Driver (High Rev, Low Margin)"
PROD-0321,110,159,213510.15,113764.5,99745.65,15,4,46.72,13.64,3.64,Fabindia Men'S Wear Elite,Fashion,Men'S Wear,Fabindia,715.5,1449.0,Royal Garments Supply,370,50.62,95962671.09999998,71.2,230,41.82,"Star (High Rev, High Margin)"
PROD-0246,38,55,213179.85,161725.3,51454.549999999996,1,4,24.14,2.63,10.53,Decathlon Cycling Series 5,Sports,Cycling,Decathlon,2940.46,4049.0,Olympus Gear,530,27.38,96175850.94999997,71.36,231,42.0,"Volume Driver (High Rev, Low Margin)"
PROD-0079,84,112,212802.6,106454.88,106347.72,9,9,49.97,10.71,10.71,Lenskart Watches Elite,Accessories,Watches,Lenskart,950.49,2019.0,Vanguard Leather Works,256,52.92,96388653.54999997,71.52,232,42.18,"Star (High Rev, High Margin)"
PROD-0483,98,145,209841.4,139932.25,69909.15000000001,13,8,33.32,13.27,8.16,Zudio Winter Wear Pro,Fashion,Winter Wear,Zudio,965.05,1559.0,Vibrant Textiles Corp,299,38.1,96598494.94999997,71.68,233,42.36,"Volume Driver (High Rev, Low Margin)"
PROD-0123,71,114,209218.1,143263.8,65954.3,1,4,31.52,1.41,5.63,Cosco Outdoor Gear Elite,Sports,Outdoor Gear,Cosco,1256.7,1939.0,Olympus Gear,590,35.19,96807713.04999997,71.83,234,42.55,"Volume Driver (High Rev, Low Margin)"
PROD-0187,115,158,208320.65,107639.08,100681.56999999999,2,5,48.33,1.74,4.35,Forest Essentials Haircare Prime,Beauty,Haircare,Forest Essentials,681.26,1409.0,Pureglow Cosmetics,141,51.65,97016033.69999997,71.99,235,42.73,"Star (High Rev, High Margin)"
PROD-0443,89,119,207272.1,96757.71,110514.39,5,8,53.32,5.62,8.99,Nykaa Haircare Series 5,Beauty,Haircare,Nykaa,813.09,1869.0,Divine Botanicals,494,56.5,97223305.79999997,72.14,236,42.91,"Star (High Rev, High Margin)"
PROD-0129,52,77,205840.25,157071.53,48768.72,5,2,23.69,9.62,3.85,Yonex Fitness Equipment Plus,Sports,Fitness Equipment,Yonex,2039.89,2849.0,Olympus Gear,218,28.4,97429146.04999997,72.29,237,43.09,"Volume Driver (High Rev, Low Margin)"
PROD-0418,46,63,204642.5,148022.28,56620.22,2,5,27.67,4.35,10.87,Puma Sports Sports Apparel Elite,Sports,Sports Apparel,Puma Sports,2349.56,3559.0,Fitnation Logistics,539,33.98,97633788.54999997,72.44,238,43.27,"Volume Driver (High Rev, Low Margin)"
PROD-0026,94,135,203392.8,139041.9,64350.9,10,5,31.64,10.64,5.32,Peter England Kids Wear Pro,Fashion,Kids Wear,Peter England,1029.94,1599.0,Heritage Weaves,519,35.59,97837181.34999996,72.6,239,43.45,"Volume Driver (High Rev, Low Margin)"
PROD-0340,88,117,203117.6,97129.89,105987.70999999999,11,2,52.18,12.5,2.27,W Men'S Wear Plus,Fashion,Men'S Wear,W,830.17,1909.0,Heritage Weaves,530,56.51,98040298.94999996,72.75,240,43.64,"Star (High Rev, High Margin)"
PROD-0533,53,86,200794.65,140344.26,60450.39,0,4,30.11,0.0,7.55,Milton Small Appliances Ultra,Home & Kitchen,Small Appliances,Milton,1631.91,2499.0,Sterling Kitchenware,69,34.7,98241093.59999996,72.9,241,43.82,"Volume Driver (High Rev, Low Margin)"
PROD-0176,100,131,200204.1,116326.69,83877.41,10,11,41.9,10.0,11.0,Puma Men'S Wear Series 5,Fashion,Men'S Wear,Puma,887.99,1629.0,Vibrant Textiles Corp,419,45.49,98441297.69999996,73.04,242,44.0,"Star (High Rev, High Margin)"
PROD-0012,85,113,199863.85,113665.56999999999,86198.28,3,3,43.13,3.53,3.53,L'Oreal Makeup Pro,Beauty,Makeup,L'Oreal,1005.89,1919.0,Divine Botanicals,187,47.58,98641161.54999995,73.19,243,44.18,"Star (High Rev, High Margin)"
PROD-0018,107,143,199367.0,124986.29,74380.71,7,7,37.31,6.54,6.54,Nykaa Men'S Grooming Max,Beauty,Men'S Grooming,Nykaa,874.03,1499.0,Pureglow Cosmetics,29,41.69,98840528.54999995,73.34,244,44.36,"Star (High Rev, High Margin)"
PROD-0463,107,145,199226.45,115324.3,83902.15,10,4,42.11,9.35,3.74,Allen Solly Winter Wear Pro,Fashion,Winter Wear,Allen Solly,795.34,1459.0,Heritage Weaves,568,45.49,99039754.99999996,73.49,245,44.55,"Star (High Rev, High Margin)"
PROD-0388,105,151,198034.95,129133.69,68901.26,13,8,34.79,12.38,7.62,Nike Women'S Wear Prime,Fashion,Women'S Wear,Nike,855.19,1409.0,Royal Garments Supply,338,39.31,99237789.94999996,73.63,246,44.73,"Star (High Rev, High Margin)"
PROD-0518,102,148,196567.4,183528.88,13038.52,12,7,6.63,11.76,6.86,Samsung Smartwatches Premium,Electronics,Smartwatches,Samsung,1240.06,1439.0,Metro Gadget Hub,144,13.82,99434357.34999996,73.78,247,44.91,"Volume Driver (High Rev, Low Margin)"
PROD-0478,103,158,194964.3,93403.28,101561.02,9,3,52.09,8.74,2.91,Forest Essentials Skincare Plus,Beauty,Skincare,Forest Essentials,591.16,1329.0,Divine Botanicals,147,55.52,99629321.64999996,73.93,248,45.09,"Star (High Rev, High Margin)"
PROD-0548,89,123,194280.65,118905.33,75375.31999999999,8,4,38.8,8.99,4.49,Maybelline Makeup Essentials,Beauty,Makeup,Maybelline,966.71,1699.0,Aura Personal Care,485,43.1,99823602.29999997,74.07,249,45.27,"Star (High Rev, High Margin)"
PROD-0277,55,79,193268.85,74954.41,118314.44,4,3,61.22,7.27,5.45,Skybags Watches Essentials,Accessories,Watches,Skybags,948.79,2589.0,Vanguard Leather Works,84,63.35,100016871.14999996,74.21,250,45.45,"Star (High Rev, High Margin)"
PROD-0204,119,175,193077.3,128728.25,64349.05,11,6,33.33,9.24,5.04,Fabindia Women'S Wear Prime,Fashion,Women'S Wear,Fabindia,735.59,1209.0,Royal Garments Supply,297,39.16,100209948.44999996,74.36,251,45.64,"Volume Driver (High Rev, Low Margin)"
PROD-0264,50,68,192869.95,130997.92,61872.03,3,1,32.08,6.0,2.0,Bajaj Storage & Org Prime,Home & Kitchen,Storage & Org,Bajaj,1926.44,3059.0,Sterling Kitchenware,377,37.02,100402818.39999996,74.5,252,45.82,"Volume Driver (High Rev, Low Margin)"
PROD-0362,75,107,192658.65,130303.53,62355.12,5,6,32.37,6.67,8.0,Puma Sports Racket Sports Essentials,Sports,Racket Sports,Puma Sports,1217.79,1949.0,Action Sports Distribution,580,37.52,100595477.04999997,74.64,253,46.0,"Volume Driver (High Rev, Low Margin)"
PROD-0117,56,85,192315.15,112984.55,79330.6,0,7,41.25,0.0,12.5,Spaces Cookware Pro,Home & Kitchen,Cookware,Spaces,1329.23,2439.0,Urban Living Goods,107,45.5,100787792.19999997,74.78,254,46.18,"Star (High Rev, High Margin)"
PROD-0136,44,61,192201.45,147757.25,44444.2,1,4,23.12,2.27,9.09,Kiprun Outdoor Gear Premium,Sports,Outdoor Gear,Kiprun,2422.25,3369.0,Action Sports Distribution,568,28.1,100979993.64999998,74.93,255,46.36,"Volume Driver (High Rev, Low Margin)"
PROD-0158,74,111,191544.6,100721.4,90823.2,8,5,47.42,10.81,6.76,Zudio Women'S Wear Pro,Fashion,Women'S Wear,Zudio,907.4,1889.0,Vibrant Textiles Corp,167,51.96,101171538.24999997,75.07,256,46.55,"Star (High Rev, High Margin)"
PROD-0271,52,71,190838.25,147378.96000000002,43459.29,1,2,22.77,1.92,3.85,Decathlon Outdoor Gear Classic,Sports,Outdoor Gear,Decathlon,2075.76,2859.0,Fitnation Logistics,178,27.4,101362376.49999997,75.21,257,46.73,"Volume Driver (High Rev, Low Margin)"
PROD-0538,87,146,188735.55,75646.98,113088.57,3,3,59.92,3.45,3.45,L'Oreal Makeup Ultra,Beauty,Makeup,L'Oreal,518.13,1409.0,Aura Personal Care,231,63.23,101551112.04999997,75.35,258,46.91,"Star (High Rev, High Margin)"
PROD-0521,60,103,188259.9,141718.73,46541.17,5,1,24.72,8.33,1.67,Bajaj Small Appliances Classic,Home & Kitchen,Small Appliances,Bajaj,1375.91,1959.0,Sterling Kitchenware,116,29.76,101739371.94999997,75.49,259,47.09,"Volume Driver (High Rev, Low Margin)"
PROD-0476,44,64,188209.35,112295.68,75913.67,2,2,40.33,4.55,4.55,Cosco Racket Sports Premium,Sports,Racket Sports,Cosco,1754.62,3129.0,Fitnation Logistics,362,43.92,101927581.29999997,75.63,260,47.27,"Star (High Rev, High Margin)"
PROD-0312,142,195,188049.75,86677.5,101372.25,20,10,53.91,14.08,7.04,Puma Winter Wear Series 5,Fashion,Winter Wear,Puma,444.5,1029.0,Heritage Weaves,460,56.8,102115631.04999997,75.77,261,47.45,"Star (High Rev, High Margin)"
PROD-0265,126,188,186119.25,107321.68000000001,78797.56999999999,13,8,42.34,10.32,6.35,Peter England Men'S Wear Prime,Fashion,Men'S Wear,Peter England,570.86,1059.0,Heritage Weaves,201,46.09,102301750.29999997,75.91,262,47.64,"Star (High Rev, High Margin)"
PROD-0241,69,104,185122.0,121234.88,63887.12,4,6,34.51,5.8,8.7,Bombay Dyeing Small Appliances Series 5,Home & Kitchen,Small Appliances,Bombay Dyeing,1165.72,1889.0,Homecraft Distributors,486,38.29,102486872.29999997,76.05,263,47.82,"Star (High Rev, High Margin)"
PROD-0291,52,77,184725.15,109694.2,75030.95,4,4,40.62,7.69,7.69,Prestige Storage & Org Series 5,Home & Kitchen,Storage & Org,Prestige,1424.6,2589.0,Urban Living Goods,17,44.97,102671597.44999997,76.18,264,48.0,"Star (High Rev, High Margin)"
PROD-0224,92,141,184341.0,100290.48,84050.52,10,5,45.6,10.87,5.43,Fabindia Men'S Wear Essentials,Fashion,Men'S Wear,Fabindia,711.28,1429.0,Vibrant Textiles Corp,512,50.23,102855938.44999997,76.32,265,48.18,"Star (High Rev, High Margin)"
PROD-0261,88,128,184141.35,158420.48,25720.87,5,8,13.97,5.68,9.09,Oneplus Laptops Max,Electronics,Laptops,Oneplus,1237.66,1539.0,Zenith Tech Distribution,448,19.58,103040079.79999997,76.46,266,48.36,"Volume Driver (High Rev, Low Margin)"
PROD-0368,147,213,183110.75,146650.5,36460.25,14,9,19.91,9.52,6.12,Hp Audio & Headphones Classic,Electronics,Audio & Headphones,Hp,688.5,919.0,Metro Gadget Hub,505,25.08,103223190.54999997,76.59,267,48.55,"Volume Driver (High Rev, Low Margin)"
PROD-0525,118,166,182773.15,122416.70000000001,60356.45,15,7,33.02,12.71,5.93,Raymond Men'S Wear Max,Fashion,Men'S Wear,Raymond,737.45,1169.0,Vibrant Textiles Corp,530,36.92,103405963.69999997,76.73,268,48.73,"Volume Driver (High Rev, Low Margin)"
PROD-0526,86,123,181454.85,75654.84,105800.01,10,7,58.31,11.63,8.14,Levi'S Ethnic Wear Elite,Fashion,Ethnic Wear,Levi'S,615.08,1569.0,Heritage Weaves,355,60.8,103587418.54999997,76.86,269,48.91,"Star (High Rev, High Margin)"
PROD-0112,105,154,180850.6,108861.06,71989.54000000001,13,6,39.81,12.38,5.71,W Footwear Classic,Fashion,Footwear,W,706.89,1279.0,Heritage Weaves,392,44.73,103768269.14999996,77.0,270,49.09,"Star (High Rev, High Margin)"
PROD-0228,51,73,180794.25,105429.52,75364.73,2,4,41.69,3.92,7.84,Hawkins Small Appliances Classic,Home & Kitchen,Small Appliances,Hawkins,1444.24,2649.0,Sterling Kitchenware,58,45.48,103949063.39999996,77.13,271,49.27,"Star (High Rev, High Margin)"
PROD-0411,111,152,180402.95,91712.24,88690.70999999999,13,10,49.16,11.71,9.01,Allen Solly Kids Wear Elite,Fashion,Kids Wear,Allen Solly,603.37,1279.0,Heritage Weaves,157,52.82,104129466.34999996,77.26,272,49.45,"Star (High Rev, High Margin)"
PROD-0421,90,124,179728.95,91715.36,88013.59,6,3,48.97,6.67,3.33,L'Oreal Makeup Essentials,Beauty,Makeup,L'Oreal,739.64,1569.0,Aura Personal Care,61,52.86,104309195.29999997,77.4,273,49.64,"Star (High Rev, High Margin)"
PROD-0342,134,194,179009.0,151618.75999999998,27390.24,8,9,15.3,5.97,6.72,Dell Smartphones Ultra,Electronics,Smartphones,Dell,781.54,989.0,Zenith Tech Distribution,391,20.98,104488204.29999997,77.53,274,49.82,"Volume Driver (High Rev, Low Margin)"
PROD-0115,56,86,178683.05,127777.94,50905.11,2,3,28.49,3.57,5.36,Nivia Fitness Equipment Premium,Sports,Fitness Equipment,Nivia,1485.79,2249.0,Action Sports Distribution,161,33.94,104666887.34999996,77.66,275,50.0,"Volume Driver (High Rev, Low Margin)"
PROD-0196,88,119,178368.45,77122.71,101245.74,11,4,56.76,12.5,4.55,Peter England Ethnic Wear Essentials,Fashion,Ethnic Wear,Peter England,648.09,1599.0,Heritage Weaves,392,59.47,104845255.79999997,77.8,276,50.18,"Niche Gem (Low Rev, High Margin)"
PROD-0334,96,138,178243.8,93525.36,84718.44,11,6,47.53,11.46,6.25,Raymond Women'S Wear Classic,Fashion,Women'S Wear,Raymond,677.72,1369.0,Vibrant Textiles Corp,128,50.5,105023499.59999996,77.93,277,50.36,"Niche Gem (Low Rev, High Margin)"
PROD-0315,26,38,177537.75,131852.78,45684.97,0,2,25.73,0.0,7.69,Yonex Outdoor Gear Essentials,Sports,Outdoor Gear,Yonex,3469.81,5109.0,Fitnation Logistics,468,32.08,105201037.34999996,78.06,278,50.55,"Lagging (Low Rev, Low Margin)"
PROD-0414,126,176,177441.55,147026.88,30414.67,8,5,17.14,6.35,3.97,Oneplus Audio & Headphones Classic,Electronics,Audio & Headphones,Oneplus,835.38,1079.0,Metro Gadget Hub,514,22.58,105378478.89999996,78.19,279,50.73,"Lagging (Low Rev, Low Margin)"
PROD-0074,64,87,175480.2,62724.39,112755.81,4,3,64.26,6.25,4.69,American Tourister Eyewear Elite,Accessories,Eyewear,American Tourister,720.97,2199.0,Vanguard Leather Works,31,67.21,105553959.09999996,78.32,280,50.91,"Niche Gem (Low Rev, High Margin)"
PROD-0402,89,117,175361.85,72001.8,103360.05,5,5,58.94,5.62,5.62,Biotique Men'S Grooming Prime,Beauty,Men'S Grooming,Biotique,615.4,1629.0,Pureglow Cosmetics,485,62.22,105729320.94999996,78.45,281,51.09,"Niche Gem (Low Rev, High Margin)"
PROD-0433,100,155,175132.65,161189.15,13943.5,5,5,7.96,5.0,5.0,Hp Smartphones Pro,Electronics,Smartphones,Hp,1039.93,1239.0,Apex Electronics Ltd,374,16.07,105904453.59999996,78.58,282,51.27,"Lagging (Low Rev, Low Margin)"
PROD-0329,63,94,174340.65,120622.68000000001,53717.97,3,3,30.81,4.76,4.76,Domyos Fitness Equipment Pro,Sports,Fitness Equipment,Domyos,1283.22,2019.0,Olympus Gear,125,36.44,106078794.24999997,78.71,283,51.45,"Lagging (Low Rev, Low Margin)"
PROD-0308,80,104,174069.7,100527.44,73542.26,7,3,42.25,8.75,3.75,Zudio Footwear Prime,Fashion,Footwear,Zudio,966.61,1789.0,Vibrant Textiles Corp,512,45.97,106252863.94999997,78.84,284,51.64,"Niche Gem (Low Rev, High Margin)"
PROD-0114,49,73,172988.4,125826.45000000001,47161.950000000004,4,2,27.26,8.16,4.08,Hawkins Small Appliances Classic,Home & Kitchen,Small Appliances,Hawkins,1723.65,2559.0,Urban Living Goods,209,32.64,106425852.34999998,78.97,285,51.82,"Lagging (Low Rev, Low Margin)"
PROD-0032,151,219,172916.7,90061.56,82855.14,11,7,47.92,7.28,4.64,The Derma Co Haircare Classic,Beauty,Haircare,The Derma Co,411.24,859.0,Aura Personal Care,103,52.13,106598769.04999998,79.1,286,52.0,"Niche Gem (Low Rev, High Margin)"
PROD-0084,201,290,172913.4,93780.2,79133.2,31,14,45.76,15.42,6.97,Levi'S Kids Wear Essentials,Fashion,Kids Wear,Levi'S,323.38,639.0,Royal Garments Supply,552,49.39,106771682.44999999,79.23,287,52.18,"Niche Gem (Low Rev, High Margin)"
PROD-0432,67,87,171923.1,104877.63,67045.47,11,3,39.0,16.42,4.48,Fabindia Ethnic Wear Series 5,Fashion,Ethnic Wear,Fabindia,1205.49,2179.0,Royal Garments Supply,397,44.68,106943605.54999998,79.35,288,52.36,"Niche Gem (Low Rev, High Margin)"
PROD-0240,60,88,171413.55,103259.20000000001,68154.35,2,4,39.76,3.33,6.67,American Tourister Watches Classic,Accessories,Watches,American Tourister,1173.4,2079.0,Vanguard Leather Works,41,43.56,107115019.09999998,79.48,289,52.55,"Niche Gem (Low Rev, High Margin)"
PROD-0283,47,61,170573.5,74474.90000000001,96098.6,4,5,56.34,8.51,10.64,Allen Solly Women'S Wear Elite,Fashion,Women'S Wear,Allen Solly,1220.9,3019.0,Royal Garments Supply,584,59.56,107285592.59999998,79.61,290,52.73,"Niche Gem (Low Rev, High Margin)"
PROD-0439,120,173,170393.1,115115.93,55277.17,10,12,32.44,8.33,10.0,Allen Solly Men'S Wear Max,Fashion,Men'S Wear,Allen Solly,665.41,1059.0,Royal Garments Supply,455,37.17,107455985.69999997,79.73,291,52.91,"Lagging (Low Rev, Low Margin)"
PROD-0206,145,188,169768.8,108596.31999999999,61172.48,6,7,36.03,4.14,4.83,Lakme Skincare Max,Beauty,Skincare,Lakme,577.64,969.0,Divine Botanicals,390,40.39,107625754.49999997,79.86,292,53.09,"Niche Gem (Low Rev, High Margin)"
PROD-0431,164,246,168525.0,112417.08,56107.92,15,12,33.29,9.15,7.32,Peter England Winter Wear Max,Fashion,Winter Wear,Peter England,456.98,749.0,Vibrant Textiles Corp,154,38.99,107794279.49999997,79.98,293,53.27,"Lagging (Low Rev, Low Margin)"
PROD-0110,137,195,168314.85,96710.25,71604.6,13,6,42.54,9.49,4.38,Peter England Ethnic Wear Essentials,Fashion,Ethnic Wear,Peter England,495.95,919.0,Heritage Weaves,314,46.03,107962594.34999996,80.11,294,53.45,"Niche Gem (Low Rev, High Margin)"
PROD-0257,117,149,167380.4,99584.15000000001,67796.25,14,7,40.5,11.97,5.98,Peter England Kids Wear Premium,Fashion,Kids Wear,Peter England,668.35,1199.0,Heritage Weaves,291,44.26,108129974.74999997,80.23,295,53.64,"Niche Gem (Low Rev, High Margin)"
PROD-0487,127,175,167039.95,133554.75,33485.200000000004,9,6,20.05,7.09,4.72,Sony Laptops Premium,Electronics,Laptops,Sony,763.17,1009.0,Metro Gadget Hub,193,24.36,108297014.69999997,80.36,296,53.82,"Lagging (Low Rev, Low Margin)"
PROD-0064,75,112,166941.6,71048.32,95893.28,2,1,57.44,2.67,1.33,Voylla Watches Classic,Accessories,Watches,Voylla,634.36,1569.0,Optima Accessories,560,59.57,108463956.29999997,80.48,297,54.0,"Niche Gem (Low Rev, High Margin)"
PROD-0505,74,103,165711.6,122942.85999999999,42768.74,6,3,25.81,8.11,4.05,Prestige Cookware Pro,Home & Kitchen,Cookware,Prestige,1193.62,1719.0,Urban Living Goods,600,30.56,108629667.89999996,80.6,298,54.18,"Lagging (Low Rev, Low Margin)"
