order_id,customer_id,product_id,order_date,quantity,unit_price,discount_percentage,discount_amount,sales_amount,cost_amount,profit_amount,city,state,region,order_status
ORD-0030023,CUST-05032,PROD-0042,2024-02-12,1,309.0,5.0,15.45,293.55,213.61,79.94,Chennai,Tamil Nadu,South,Delivered
ORD-0030024,CUST-04867,PROD-0065,2024-05-16,1,669.0,0.0,0.0,669.0,446.91,222.09,Kolkata,West Bengal,East,Delivered
ORD-0030025,CUST-01126,PROD-0366,2023-04-25,2,249.0,0.0,0.0,498.0,444.54,53.46,Chennai,Tamil Nadu,South,Delivered
ORD-0030026,CUST-02443,PROD-0084,2024-11-21,1,639.0,0.0,0.0,639.0,323.38,315.62,Hyderabad,Telangana,South,Delivered
ORD-0030027,CUST-04741,PROD-0484,2023-08-04,2,579.0,0.0,0.0,1158.0,607.54,550.46,Ahmedabad,Gujarat,West,Delivered
ORD-0030028,CUST-03372,PROD-0434,2023-09-07,3,259.0,0.0,0.0,777.0,364.11,412.89,Delhi,Delhi,North,Delivered
ORD-0030029,CUST-02436,PROD-0448,2024-02-12,1,3719.0,5.0,185.95,3533.05,2094.37,1438.68,Bengaluru,Karnataka,South,Returned
ORD-0030030,CUST-00564,PROD-0198,2024-02-08,5,1079.0,0.0,0.0,5395.0,3896.25,1498.75,Chennai,Tamil Nadu,South,Delivered
ORD-0030031,CUST-01858,PROD-0033,2024-04-26,1,2979.0,5.0,148.95,2830.05,1868.16,961.89,Patna,Bihar,East,Delivered
ORD-0030032,CUST-03496,PROD-0043,2023-04-13,1,499.0,15.0,74.85,424.15,232.55,191.6,Mumbai,Maharashtra,West,Returned
ORD-0030033,CUST-04058,PROD-0382,2022-02-09,5,65779.0,5.0,16444.75,312450.25,263001.4,49448.85,Kochi,Kerala,South,Returned
ORD-0030034,CUST-02358,PROD-0503,2024-06-20,1,239.0,15.0,35.85,203.15,91.97,111.18,Coimbatore,Tamil Nadu,South,Delivered
ORD-0030035,CUST-00287,PROD-0102,2024-11-11,1,449.0,10.0,44.9,404.1,194.65,209.45,Jaipur,Rajasthan,North,Delivered
ORD-0030036,CUST-03335,PROD-0475,2023-11-18,1,4029.0,0.0,0.0,4029.0,1914.2,2114.8,Chennai,Tamil Nadu,South,Delivered
ORD-0030037,CUST-04795,PROD-0363,2023-12-13,2,759.0,20.0,303.6,1214.4,892.72,321.68,Bengaluru,Karnataka,South,Delivered
ORD-0030038,CUST-02597,PROD-0374,2024-03-29,1,629.0,0.0,0.0,629.0,387.77,241.23,Lucknow,Uttar Pradesh,North,Delivered
ORD-0030039,CUST-04831,PROD-0386,2024-10-21,1,299.0,30.0,89.7,209.3,182.01,27.29,Lucknow,Uttar Pradesh,North,Delivered
ORD-0030040,CUST-01869,PROD-0035,2023-10-17,1,539.0,10.0,53.9,485.1,326.34,158.76,Kochi,Kerala,South,Delivered
ORD-0030041,CUST-04617,PROD-0336,2023-11-08,1,429.0,20.0,85.8,343.2,277.28,65.92,Bhopal,Madhya Pradesh,Central,Delivered
ORD-0030042,CUST-04108,PROD-0267,2024-04-26,1,559.0,0.0,0.0,559.0,214.42,344.58,Nagpur,Maharashtra,West,Delivered
ORD-0030043,CUST-04995,PROD-0460,2024-01-24,1,949.0,5.0,47.45,901.55,538.16,363.39,Bhopal,Madhya Pradesh,Central,Delivered
ORD-0030044,CUST-04133,PROD-0240,2024-06-30,1,2079.0,10.0,207.9,1871.1,1173.4,697.7,Indore,Madhya Pradesh,Central,Delivered
ORD-0030045,CUST-01697,PROD-0283,2022-10-22,1,3019.0,10.0,301.9,2717.1,1220.9,1496.2,Delhi,Delhi,North,Delivered
ORD-0030046,CUST-04683,PROD-0322,2023-11-04,2,599.0,10.0,119.8,1078.2,858.12,220.08,Bengaluru,Karnataka,South,Delivered
ORD-0030047,CUST-03523,PROD-0327,2023-01-09,1,3489.0,10.0,348.9,3140.1,2110.94,1029.16,Chennai,Tamil Nadu,South,Delivered
ORD-0030048,CUST-00843,PROD-0227,2024-07-21,2,1559.0,10.0,311.8,2806.2,1842.76,963.44,Kolkata,West Bengal,East,Delivered
ORD-0030049,CUST-00234,PROD-0095,2024-03-03,1,469.0,5.0,23.45,445.55,283.01,162.54,Patna,Bihar,East,Delivered
ORD-0030050,CUST-01932,PROD-0144,2022-02-17,1,319.0,10.0,31.9,287.1,224.32,62.78,Delhi,Delhi,North,Delivered
ORD-0030051,CUST-04111,PROD-0233,2024-05-18,1,649.0,0.0,0.0,649.0,253.93,395.07,Delhi,Delhi,North,Delivered
ORD-0030052,CUST-03248,PROD-0341,2023-10-11,2,349.0,25.0,174.5,523.5,496.44,27.06,Indore,Madhya Pradesh,Central,Delivered
ORD-0030053,CUST-02761,PROD-0255,2023-11-09,1,80.0,10.0,8.0,72.0,70.65,1.35,Kochi,Kerala,South,Delivered
ORD-0030054,CUST-00018,PROD-0437,2023-08-09,1,179.0,0.0,0.0,179.0,135.47,43.53,Hyderabad,Telangana,South,Delivered
ORD-0030055,CUST-02295,PROD-0319,2024-06-20,1,4509.0,0.0,0.0,4509.0,3397.76,1111.24,Mumbai,Maharashtra,West,Cancelled
ORD-0030056,CUST-00816,PROD-0192,2024-05-18,1,2099.0,0.0,0.0,2099.0,1261.04,837.96,Indore,Madhya Pradesh,Central,Returned
ORD-0030057,CUST-02393,PROD-0274,2022-01-04,1,519.0,10.0,51.9,467.1,229.69,237.41,Nagpur,Maharashtra,West,Returned
ORD-0030058,CUST-05160,PROD-0202,2023-05-19,1,1299.0,0.0,0.0,1299.0,907.27,391.73,Kolkata,West Bengal,East,Delivered
ORD-0030059,CUST-04583,PROD-0019,2022-11-11,2,619.0,10.0,123.8,1114.2,789.54,324.66,Hyderabad,Telangana,South,Delivered
ORD-0030060,CUST-01649,PROD-0161,2023-10-06,1,899.0,15.0,134.85,764.15,666.53,97.62,Ahmedabad,Gujarat,West,Delivered
ORD-0030061,CUST-03118,PROD-0252,2023-01-19,1,749.0,5.0,37.45,711.55,664.02,47.53,Delhi,Delhi,North,Delivered
ORD-0030062,CUST-02625,PROD-0146,2023-07-11,1,679.0,0.0,0.0,679.0,441.21,237.79,Surat,Gujarat,West,Delivered
ORD-0030063,CUST-00673,PROD-0398,2022-05-08,1,119.0,0.0,0.0,119.0,94.31,24.69,Delhi,Delhi,North,Cancelled
ORD-0030064,CUST-05150,PROD-0473,2023-05-12,1,649.0,10.0,64.9,584.1,365.28,218.82,Ahmedabad,Gujarat,West,Delivered
ORD-0030065,CUST-02244,PROD-0169,2023-05-18,3,419.0,5.0,62.85,1194.15,563.85,630.3,Mumbai,Maharashtra,West,Delivered
ORD-0030066,CUST-02641,PROD-0015,2024-03-02,4,1349.0,0.0,0.0,5396.0,4810.8,585.2,Bhubaneswar,Odisha,East,Delivered
ORD-0030067,CUST-03407,PROD-0482,2024-03-08,1,549.0,0.0,0.0,549.0,306.71,242.29,Delhi,Delhi,North,Delivered
ORD-0030068,CUST-01007,PROD-0321,2023-05-12,2,1449.0,5.0,144.9,2753.1,1431.0,1322.1,Mumbai,Maharashtra,West,Returned
ORD-0030069,CUST-01170,PROD-0004,2023-02-04,1,589.0,0.0,0.0,589.0,400.27,188.73,Pune,Maharashtra,West,Delivered
ORD-0030070,CUST-01011,PROD-0276,2024-03-22,1,269.0,15.0,40.35,228.65,201.85,26.8,Kochi,Kerala,South,Returned
ORD-0030071,CUST-02035,PROD-0055,2024-07-31,3,6379.0,10.0,1913.7,17223.3,11497.68,5725.62,Kolkata,West Bengal,East,Delivered
ORD-0030072,CUST-01051,PROD-0373,2024-02-17,1,1189.0,15.0,178.35,1010.65,816.09,194.56,Mumbai,Maharashtra,West,Delivered
ORD-0030073,CUST-04820,PROD-0296,2024-12-24,1,839.0,0.0,0.0,839.0,682.92,156.08,Kolkata,West Bengal,East,Delivered
ORD-0030074,CUST-03746,PROD-0499,2024-11-15,2,569.0,15.0,170.7,967.3,597.12,370.18,Mumbai,Maharashtra,West,Delivered
ORD-0030075,CUST-04673,PROD-0225,2024-06-20,1,359.0,20.0,71.8,287.2,212.09,75.11,Mumbai,Maharashtra,West,Delivered
ORD-0030076,CUST-04413,PROD-0504,2023-10-07,1,2229.0,15.0,334.35,1894.65,1755.14,139.51,Lucknow,Uttar Pradesh,North,Delivered
ORD-0030077,CUST-03691,PROD-0460,2024-10-26,1,949.0,15.0,142.35,806.65,538.16,268.49,Surat,Gujarat,West,Delivered
ORD-0030078,CUST-01278,PROD-0417,2024-04-19,2,989.0,0.0,0.0,1978.0,815.82,1162.18,Kolkata,West Bengal,East,Delivered
ORD-0030079,CUST-03233,PROD-0245,2024-10-02,2,449.0,15.0,134.7,763.3,433.84,329.46,Chennai,Tamil Nadu,South,Delivered
ORD-0030080,CUST-00979,PROD-0234,2024-07-10,1,179.0,0.0,0.0,179.0,119.01,59.99,Lucknow,Uttar Pradesh,North,Delivered
ORD-0030081,CUST-00688,PROD-0224,2024-05-23,1,1429.0,10.0,142.9,1286.1,711.28,574.82,Mumbai,Maharashtra,West,Delivered
ORD-0030082,CUST-03331,PROD-0030,2024-02-11,1,409.0,15.0,61.35,347.65,264.53,83.12,Hyderabad,Telangana,South,Delivered
ORD-0030083,CUST-03285,PROD-0337,2024-04-06,2,679.0,0.0,0.0,1358.0,1169.52,188.48,Kochi,Kerala,South,Delivered
ORD-0030084,CUST-00809,PROD-0440,2023-07-01,1,349.0,20.0,69.8,279.2,281.11,-1.91,Mumbai,Maharashtra,West,Delivered
ORD-0030085,CUST-01861,PROD-0412,2023-11-15,2,4419.0,15.0,1325.7,7512.3,5487.98,2024.32,Surat,Gujarat,West,Delivered
ORD-0030086,CUST-00335,PROD-0324,2023-08-23,1,1249.0,10.0,124.9,1124.1,539.12,584.98,Pune,Maharashtra,West,Delivered
ORD-0030087,CUST-03753,PROD-0201,2023-04-26,1,419.0,0.0,0.0,419.0,269.37,149.63,Bhopal,Madhya Pradesh,Central,Delivered
ORD-0030088,CUST-05139,PROD-0385,2024-05-07,1,519.0,0.0,0.0,519.0,326.64,192.36,Ahmedabad,Gujarat,West,Delivered
ORD-0030089,CUST-03877,PROD-0293,2022-05-21,1,679.0,10.0,67.9,611.1,399.96,211.14,Mumbai,Maharashtra,West,Cancelled
ORD-0030090,CUST-04390,PROD-0461,2024-01-11,1,329.0,0.0,0.0,329.0,194.72,134.28,Mumbai,Maharashtra,West,Delivered
ORD-0030091,CUST-02500,PROD-0158,2023-10-20,4,1889.0,0.0,0.0,7556.0,3629.6,3926.4,Pune,Maharashtra,West,Delivered
ORD-0030092,CUST-00491,PROD-0058,2022-09-01,1,1929.0,0.0,0.0,1929.0,1110.29,818.71,Pune,Maharashtra,West,Delivered
ORD-0030093,CUST-03809,PROD-0003,2023-09-23,1,3229.0,20.0,645.8,2583.2,1149.14,1434.06,Chennai,Tamil Nadu,South,Delivered
ORD-0030094,CUST-01345,PROD-0411,2024-04-18,1,1279.0,0.0,0.0,1279.0,603.37,675.63,COIMBATORE,Tamil Nadu,South,Returned
ORD-0030095,CUST-02055,PROD-0334,2023-11-13,1,1369.0,20.0,273.8,1095.2,677.72,417.48,Hyderabad,Telangana,South,Delivered
ORD-0030096,CUST-03691,PROD-0034,2024-10-09,1,1019.0,10.0,101.9,917.1,380.26,536.84,Surat,Gujarat,West,Delivered
ORD-0030097,CUST-04704,PROD-0461,2024-11-17,1,329.0,20.0,65.8,263.2,194.72,68.48,Kochi,Kerala,South,Delivered
ORD-0030098,CUST-02544,PROD-0264,2023-04-13,1,3059.0,5.0,152.95,2906.05,1926.44,979.61,Chandigarh,Punjab,North,Delivered
ORD-0030099,CUST-04994,PROD-0257,2022-11-27,1,1199.0,15.0,179.85,1019.15,668.35,350.8,Kolkata,West Bengal,East,Delivered
ORD-0030100,CUST-02721,PROD-0379,2023-05-31,4,1599.0,15.0,959.4,5436.6,2980.12,2456.48,Mumbai,Maharashtra,West,Delivered
ORD-0030101,CUST-00634,PROD-0354,2023-08-04,2,1169.0,0.0,0.0,2338.0,932.16,1405.84,Kolkata,West Bengal,East,Delivered
ORD-0030102,CUST-02714,PROD-0135,2023-02-06,1,279.0,0.0,0.0,279.0,114.14,164.86,Delhi,Delhi,North,Delivered
ORD-0030103,CUST-04477,PROD-0358,2024-05-17,3,169.0,15.0,76.05,430.95,452.52,-21.57,Hyderabad,Telangana,South,Cancelled
ORD-0030104,CUST-02817,PROD-0472,2024-10-27,1,849.0,0.0,0.0,849.0,672.21,176.79,Lucknow,Uttar Pradesh,North,Delivered
ORD-0030105,CUST-03915,PROD-0223,2023-08-23,1,1169.0,0.0,0.0,1169.0,709.54,459.46,Bengaluru,Karnataka,South,Delivered
ORD-0030106,CUST-02866,PROD-0164,2022-03-25,1,1279.0,5.0,63.95,1215.05,765.82,449.23,Bengaluru,Karnataka,South,Delivered
ORD-0030107,CUST-02856,PROD-0034,2024-12-14,1,1019.0,0.0,0.0,1019.0,380.26,638.74,Mumbai,Maharashtra,West,Delivered
ORD-0030108,CUST-01499,PROD-0337,2023-03-18,2,679.0,10.0,135.8,1222.2,1169.52,52.68,Delhi,Delhi,North,Delivered
ORD-0030109,CUST-01062,PROD-0418,2022-10-26,1,3559.0,15.0,533.85,3025.15,2349.56,675.59,Ahmedabad,Gujarat,West,Delivered
ORD-0030110,CUST-01464,PROD-0533,2023-05-02,2,2499.0,10.0,499.8,4498.2,3263.82,1234.38,Chennai,Tamil Nadu,South,Delivered
ORD-0030111,CUST-02328,PROD-0338,2023-08-02,2,80.0,15.0,24.0,136.0,125.54,10.46,Patna,Bihar,East,Delivered
ORD-0030112,CUST-04228,PROD-0250,2023-01-16,1,579.0,5.0,28.95,550.05,282.46,267.59,Delhi,Delhi,North,Delivered
ORD-0030113,CUST-04321,PROD-0512,2023-07-03,1,619.0,0.0,0.0,619.0,218.21,400.79,Bhubaneswar,Odisha,East,Delivered
ORD-0030114,CUST-00852,PROD-0103,2024-11-04,3,1019.0,10.0,305.7,2751.3,1855.2,896.1,Mumbai,Maharashtra,West,Delivered
ORD-0030115,CUST-02895,PROD-0390,2024-01-11,1,769.0,5.0,38.45,730.55,539.01,191.54,Delhi,Delhi,North,Delivered
ORD-0030116,CUST-02204,PROD-0183,2023-02-14,1,70.0,0.0,0.0,70.0,60.77,9.23,Mumbai,Maharashtra,West,Delivered
ORD-0030117,CUST-02995,PROD-0473,2022-11-03,1,649.0,25.0,162.25,486.75,365.28,121.47,Bengaluru,Karnataka,South,Delivered
ORD-0030118,CUST-03407,PROD-0413,2024-03-29,4,2059.0,15.0,1235.4,7000.6,6917.8,82.8,Delhi,Delhi,North,Delivered
ORD-0030119,CUST-01469,PROD-0186,2023-05-26,2,4929.0,0.0,0.0,9858.0,6203.44,3654.56,Delhi,Delhi,North,Delivered
ORD-0030120,CUST-04783,PROD-0430,2023-08-12,1,649.0,10.0,64.9,584.1,296.25,287.85,Chandigarh,Punjab,North,Cancelled
ORD-0030121,CUST-04865,PROD-0488,2024-10-01,3,309.0,0.0,0.0,927.0,631.38,295.62,Coimbatore,Tamil Nadu,South,Delivered
ORD-0030122,CUST-00544,PROD-0144,2023-07-17,1,319.0,0.0,0.0,319.0,224.32,94.68,Nagpur,Maharashtra,West,Delivered
ORD-0030123,CUST-03691,PROD-0318,2023-04-24,3,319.0,0.0,0.0,957.0,817.08,139.92,Surat,Gujarat,West,Delivered
ORD-0030124,CUST-00167,PROD-0236,2024-01-26,1,2049.0,5.0,102.45,1946.55,869.83,1076.72,Delhi,Delhi,North,Returned
ORD-0030125,CUST-00238,PROD-0505,2024-04-08,1,1719.0,20.0,343.8,1375.2,1193.62,181.58,Hyderabad,Telangana,South,Delivered
ORD-0030126,CUST-04974,PROD-0535,2024-05-10,1,169.0,0.0,0.0,169.0,107.97,61.03,Mumbai,Maharashtra,West,Delivered
ORD-0030127,CUST-03650,PROD-0059,2023-04-24,1,1849.0,5.0,92.45,1756.55,1117.07,639.48,Hyderabad,Telangana,South,Delivered
ORD-0030128,CUST-01713,PROD-0303,2023-04-26,1,749.0,10.0,74.9,674.1,446.16,227.94,Bengaluru,Karnataka,South,Delivered
ORD-0030129,CUST-03523,PROD-0294,2023-05-20,1,669.0,5.0,33.45,635.55,478.12,157.43,Chennai,Tamil Nadu,South,Cancelled
ORD-0030130,CUST-04401,PROD-0479,2022-09-25,2,2149.0,0.0,0.0,4298.0,3203.7,1094.3,Delhi,Delhi,North,Delivered
ORD-0030131,CUST-04537,PROD-0432,2024-01-17,1,2179.0,0.0,0.0,2179.0,1205.49,973.51,Hyderabad,Telangana,South,Delivered
ORD-0030132,CUST-00105,PROD-0163,2024-06-13,1,219.0,10.0,21.9,197.1,130.96,66.14,Patna,Bihar,East,Delivered
ORD-0030133,CUST-04266,PROD-0289,2024-01-01,2,99.0,10.0,19.8,178.2,176.68,1.52,Mumbai,Maharashtra,West,Delivered
ORD-0030134,CUST-04440,PROD-0215,2023-09-28,1,2459.0,0.0,0.0,2459.0,1418.28,1040.72,Mumbai,Maharashtra,West,Delivered
ORD-0030135,CUST-03130,PROD-0198,2023-11-17,1,1079.0,25.0,269.75,809.25,779.25,30.0,Jaipur,Rajasthan,North,Delivered
ORD-0030136,CUST-02515,PROD-0403,2023-10-06,1,599.0,10.0,59.9,539.1,393.07,146.03,Ahmedabad,Gujarat,West,Delivered
ORD-0030137,CUST-00578,PROD-0334,2023-10-17,1,1369.0,10.0,136.9,1232.1,677.72,554.38,Indore,Madhya Pradesh,Central,Delivered
ORD-0030138,CUST-01263,PROD-0113,2023-01-21,1,3589.0,0.0,0.0,3589.0,2018.73,1570.27,Bengaluru,Karnataka,South,Returned
ORD-0030139,CUST-02564,PROD-0342,2023-10-25,1,989.0,0.0,0.0,989.0,781.54,207.46,Delhi,Delhi,North,Delivered
ORD-0030140,CUST-04501,PROD-0258,2023-09-11,2,909.0,10.0,181.8,1636.2,882.84,753.36,Pune,Maharashtra,West,Delivered
ORD-0030141,CUST-04194,PROD-0191,2023-10-29,2,2199.0,15.0,659.7,3738.3,2478.18,1260.12,Hyderabad,Telangana,South,Delivered
ORD-0030142,CUST-02596,PROD-0037,2023-09-19,2,459.0,0.0,0.0,918.0,574.78,343.22,Mumbai,Maharashtra,West,Delivered
ORD-0030143,CUST-04104,PROD-0506,2024-09-12,4,539.0,0.0,0.0,2156.0,1634.96,521.04,Hyderabad,Telangana,South,Delivered
ORD-0030144,CUST-04000,PROD-0473,2023-06-06,1,649.0,0.0,0.0,649.0,365.28,283.72,Visakhapatnam,Andhra Pradesh,South,Cancelled
ORD-0030145,CUST-03038,PROD-0172,2024-11-19,1,719.0,15.0,107.85,611.15,422.7,188.45,Bhopal,Madhya Pradesh,Central,Delivered
ORD-0030146,CUST-01156,PROD-0307,2023-07-31,1,169.0,15.0,25.35,143.65,129.61,14.04,Kolkata,West Bengal,East,Delivered
ORD-0030147,CUST-01837,PROD-0476,2024-11-16,1,3129.0,20.0,625.8,2503.2,1754.62,748.58,Delhi,Delhi,North,Delivered
ORD-0030148,CUST-00857,PROD-0289,2023-07-16,4,99.0,20.0,79.2,316.8,353.36,-36.56,Delhi,Delhi,North,Delivered
ORD-0030149,CUST-00035,PROD-0080,2024-10-03,1,869.0,15.0,130.35,738.65,514.89,223.76,Coimbatore,Tamil Nadu,South,Delivered
ORD-0030150,CUST-00410,PROD-0262,2024-06-20,4,789.0,5.0,157.8,2998.2,1446.32,1551.88,Hyderabad,Telangana,South,Delivered
ORD-0030151,CUST-03969,PROD-0176,2024-01-08,1,1629.0,15.0,244.35,1384.65,887.99,496.66,Kochi,Kerala,South,Delivered
ORD-0030152,CUST-00168,PROD-0255,2024-12-27,1,80.0,10.0,8.0,72.0,70.65,1.35,Mumbai,Maharashtra,West,Delivered
ORD-0030153,CUST-02124,PROD-0466,2023-01-19,2,4639.0,0.0,0.0,9278.0,5255.8,4022.2,Delhi,Delhi,North,Delivered
ORD-0030154,CUST-05132,PROD-0232,2024-03-06,1,269.0,20.0,53.8,215.2,187.33,27.87,Ahmedabad,Gujarat,West,Delivered
ORD-0030155,CUST-04157,PROD-0441,2024-05-01,1,869.0,0.0,0.0,869.0,517.74,351.26,Bhubaneswar,Odisha,East,Delivered
ORD-0030156,CUST-03928,PROD-0134,2022-01-06,2,699.0,0.0,0.0,1398.0,603.54,794.46,Surat,Gujarat,West,Delivered
ORD-0030157,CUST-01440,PROD-0332,2023-08-30,1,479.0,10.0,47.9,431.1,409.73,21.37,Kochi,Kerala,South,Delivered
ORD-0030158,CUST-03378,PROD-0238,2023-11-14,1,80.0,20.0,16.0,64.0,63.22,0.78,Patna,Bihar,East,Delivered
ORD-0030159,CUST-02607,PROD-0535,2023-12-02,2,169.0,5.0,16.9,321.1,215.94,105.16,Visakhapatnam,Andhra Pradesh,South,Delivered
ORD-0030160,CUST-03280,PROD-0001,2024-06-06,1,1229.0,0.0,0.0,1229.0,1094.48,134.52,Chandigarh,Punjab,North,Delivered
ORD-0030161,CUST-02296,PROD-0205,2023-10-27,1,10359.0,30.0,3107.7,7251.3,6441.33,809.97,Pune,Maharashtra,West,Delivered
ORD-0030162,CUST-02778,PROD-0446,2024-12-21,2,619.0,0.0,0.0,1238.0,645.74,592.26,Lucknow,Uttar Pradesh,North,Delivered
ORD-0030163,CUST-05145,PROD-0223,2024-02-03,1,1169.0,5.0,58.45,1110.55,709.54,401.01,Chandigarh,Punjab,North,Returned
ORD-0030164,CUST-01739,PROD-0125,2024-01-30,2,219.0,0.0,0.0,438.0,373.96,64.04,Visakhapatnam,Andhra Pradesh,South,Delivered
ORD-0030165,CUST-01136,PROD-0470,2023-07-10,1,70.0,20.0,14.0,56.0,57.73,-1.73,Mumbai,Maharashtra,West,Delivered
ORD-0030166,CUST-02365,PROD-0331,2023-08-06,1,759.0,15.0,113.85,645.15,272.93,372.22,Chennai,Tamil Nadu,South,Delivered
ORD-0030167,CUST-02746,PROD-0307,2023-09-14,1,169.0,0.0,0.0,169.0,129.61,39.39,Mumbai,Maharashtra,West,Returned
ORD-0030168,CUST-00443,PROD-0228,2024-11-23,2,2649.0,0.0,0.0,5298.0,2888.48,2409.52,Jaipur,Rajasthan,North,Delivered
ORD-0030169,CUST-04210,PROD-0089,2023-11-22,1,509.0,15.0,76.35,432.65,318.42,114.23,Delhi,Delhi,North,Delivered
ORD-0030170,CUST-02233,PROD-0320,2022-05-11,1,6899.0,5.0,344.95,6554.05,5171.75,1382.3,Delhi,Delhi,North,Cancelled
ORD-0030171,CUST-02193,PROD-0279,2024-02-13,1,10519.0,0.0,0.0,10519.0,8624.84,1894.16,Indore,Madhya Pradesh,Central,Delivered
ORD-0030172,CUST-03466,PROD-0229,2022-09-04,1,1869.0,5.0,93.45,1775.55,1229.11,546.44,Indore,Madhya Pradesh,Central,Delivered
ORD-0030173,CUST-04039,PROD-0043,2023-06-13,1,499.0,15.0,74.85,424.15,232.55,191.6,Indore,Madhya Pradesh,Central,Delivered
ORD-0030174,CUST-05132,PROD-0362,2024-03-05,1,1949.0,0.0,0.0,1949.0,1217.79,731.21,Ahmedabad,Gujarat,West,Returned
ORD-0030175,CUST-00905,PROD-0352,2022-08-13,2,569.0,0.0,0.0,1138.0,814.36,323.64,Jaipur,Rajasthan,North,Delivered
ORD-0030176,CUST-01826,PROD-0308,2024-05-30,3,1789.0,15.0,805.05,4561.95,2899.83,1662.12,Bengaluru,Karnataka,South,Delivered
ORD-0030177,CUST-00876,PROD-0074,2023-04-17,1,2199.0,15.0,329.85,1869.15,720.97,1148.18,Mumbai,Maharashtra,West,Delivered
ORD-0030178,CUST-04588,PROD-0172,2023-10-14,1,719.0,10.0,71.9,647.1,422.7,224.4,Hyderabad,Telangana,South,Delivered
ORD-0030179,CUST-02870,PROD-0260,2024-04-30,1,699.0,10.0,69.9,629.1,441.12,187.98,Mumbai,Maharashtra,West,Delivered
ORD-0030180,CUST-04436,PROD-0405,2022-01-09,2,3469.0,0.0,0.0,6938.0,3253.0,3685.0,Hyderabad,Telangana,South,Delivered
ORD-0030181,CUST-05130,PROD-0130,2024-07-18,1,109.0,20.0,21.8,87.2,85.16,2.04,Kochi,Kerala,South,Delivered
ORD-0030182,CUST-02879,PROD-0441,2023-11-06,1,869.0,20.0,173.8,695.2,517.74,177.46,Chandigarh,Punjab,North,Cancelled
ORD-0030183,CUST-00613,PROD-0178,2024-09-12,2,549.0,0.0,0.0,1098.0,969.04,128.96,Delhi,Delhi,North,Delivered
ORD-0030184,CUST-01906,PROD-0370,2023-07-06,1,489.0,15.0,73.35,415.65,301.48,114.17,Mumbai,Maharashtra,West,Delivered
ORD-0030185,CUST-00181,PROD-0512,2022-09-04,4,619.0,15.0,371.4,2104.6,872.84,1231.76,Hyderabad,Telangana,South,Delivered
ORD-0030186,CUST-04417,PROD-0395,2022-04-14,1,3519.0,0.0,0.0,3519.0,2185.23,1333.77,Delhi,Delhi,North,Delivered
ORD-0030187,CUST-00090,PROD-0039,2024-04-01,1,2659.0,10.0,265.9,2393.1,1086.02,1307.08,Delhi,Delhi,North,Delivered
ORD-0030188,CUST-03110,PROD-0214,2024-10-24,1,2529.0,15.0,379.35,2149.65,1262.14,887.51,Bengaluru,Karnataka,South,Delivered
ORD-0030189,CUST-00550,PROD-0321,2024-04-02,1,1449.0,10.0,144.9,1304.1,715.5,588.6,Chandigarh,Punjab,North,Delivered
ORD-0030190,CUST-00037,PROD-0373,2023-12-23,1,1189.0,5.0,59.45,1129.55,816.09,313.46,Patna,Bihar,East,Delivered
ORD-0030191,CUST-01343,PROD-0194,2023-11-15,1,3499.0,0.0,0.0,3499.0,1886.68,1612.32,Delhi,Delhi,North,Delivered
ORD-0030192,CUST-02889,PROD-0241,2023-04-11,1,1889.0,10.0,188.9,1700.1,1165.72,534.38,Visakhapatnam,Andhra Pradesh,South,Delivered
ORD-0030193,CUST-00381,PROD-0214,2024-11-13,3,2529.0,25.0,1896.75,5690.25,3786.42,1903.83,Kolkata,West Bengal,East,Delivered
ORD-0030194,CUST-03230,PROD-0386,2023-10-29,3,299.0,25.0,224.25,672.75,546.03,126.72,Hyderabad,Telangana,South,Delivered
ORD-0030195,CUST-03533,PROD-0500,2024-01-18,1,2969.0,10.0,296.9,2672.1,1815.09,857.01,Patna,Bihar,East,Delivered
ORD-0030196,CUST-05038,PROD-0431,2022-06-23,1,749.0,10.0,74.9,674.1,456.98,217.12,Bengaluru,Karnataka,South,Delivered
ORD-0030197,CUST-04679,PROD-0152,2023-05-17,2,2479.0,5.0,247.9,4710.1,1928.94,2781.16,Chennai,Tamil Nadu,South,Delivered
ORD-0030198,CUST-02968,PROD-0299,2022-07-22,1,150.0,0.0,0.0,150.0,93.81,56.19,Indore,Madhya Pradesh,Central,Delivered
ORD-0030199,CUST-04146,PROD-0265,2024-11-22,2,1059.0,15.0,317.7,1800.3,1141.72,658.58,Jaipur,Rajasthan,North,Delivered
ORD-0030200,CUST-01920,PROD-0010,2024-08-26,1,99.0,10.0,9.9,89.1,81.39,7.71,Delhi,Delhi,North,Delivered
ORD-0030201,CUST-03074,PROD-0513,2023-08-22,2,669.0,0.0,0.0,1338.0,1117.92,220.08,Bengaluru,Karnataka,South,Delivered
ORD-0030202,CUST-02140,PROD-0259,2024-12-21,1,159.0,0.0,0.0,159.0,139.54,19.46,Coimbatore,Tamil Nadu,South,Delivered
ORD-0030203,CUST-01780,PROD-0516,2022-08-06,1,8049.0,10.0,804.9,7244.1,6354.08,890.02,Ahmedabad,Gujarat,West,Delivered
ORD-0030204,CUST-03813,PROD-0368,2022-10-02,3,919.0,0.0,0.0,2757.0,2065.5,691.5,Bengaluru,Karnataka,South,Delivered
ORD-0030205,CUST-01568,PROD-0390,2022-08-20,1,769.0,0.0,0.0,769.0,539.01,229.99,Surat,Gujarat,West,Returned
